id	author_id	created_at	retweet_count	like_count	location	author_follower_count	text
1460748054164688898	22845977	Tue Nov 16 23:14:10 +0000 2021	0	0	Edmonton, AB	1385	"""Our actions and decisions have an impact on everyone around us."" The vaccine can be received at the same time as the flu shot."
1460748052461809666	22845977	Tue Nov 16 23:14:09 +0000 2021	0	0	Edmonton, AB	1385	"3 confirmed cases of seasonal influenza this year so far. ""Reducing the likelihood of influenza means reducing the need to stay home or go for COVID testing."""
1460748049903341569	22845977	Tue Nov 16 23:14:09 +0000 2021	0	0	Edmonton, AB	1385	There is plenty of time to get flu shot.  It's free and easy.  Flu shot won't prevent COVID-19 but will protect against spreading flu to others.
1460748048095612932	22845977	Tue Nov 16 23:14:08 +0000 2021	0	0	Edmonton, AB	1385	"""Coming down other side of 4th wave"" Albertans must stay vigilant as temperatures drop.  Risk of COVID-19 transmission increases indoors. Seasonal illnesses like flu are also a risk."
1460748046388514817	22845977	Tue Nov 16 23:14:08 +0000 2021	0	0	Edmonton, AB	1385	Dr. Deena Hinshaw COVID-19 update. 321 news cases of COVID-19. Positivity rate of 5.1% Active alerts in 201 schools, 10 have had 10 or more cases in last 14 days. Currently, 518 people are being treated for COVID in hospital.  101 in ICU. 13 new deaths in last 24 hours.
1460747724278484993	1243576142449213447	Tue Nov 16 23:12:51 +0000 2021	0	0	Calgary, Alberta	439	Saskatchewan reports 85 COVID-19 cases and 1 additional death on Tuesday   
1460747427728662529	2275121520	Tue Nov 16 23:11:40 +0000 2021	0	0	Calgary, Alberta	450	After disruption from #COVID19, many companies' lean efficiency became a damaging factor rather than a benefit. When efficiency does not equal resiliency, #Forbes recommends shifting to risk-free flexibility. Learn more in this article: 
1460747420879376385	63217258	Tue Nov 16 23:11:39 +0000 2021	7	23	Calgary, Ab., Canada	6197	This one ID expert, an advisor to the .@WHO and @AHS_media  and @CMOH_Alberta and employed at the Foothills Medical Center in Calgary is responsible in a large part to the Covid Killing Fields including the illness and deaths in his own hospital... 
1460747372477116420	1433908791699935232	Tue Nov 16 23:11:27 +0000 2021	0	1	Calgary, Alberta	147	Absolute truth, and it isn’t just Covid. The constant demand to do more with less for the last several years has stripped nursing back to the absolute minimum required, and leaves almost all of what used to make our jobs rewarding, undone. 
1460747299647225858	2494223414	Tue Nov 16 23:11:10 +0000 2021	0	0	Tioga, North Dakota	100	State Sen. David Rust and Reps. Bert Anderson and Don Longmuir spoke about their votes last week on redistricting, tax relief, COVID-19 vaccine mandates and critical race theory. 
1460747193740972035	26157329	Tue Nov 16 23:10:45 +0000 2021	2	22	Calgary, Alberta	4367	Hinshaw says we have learned so much w/ Covid and older ways of understanding transmission that it is is more a spectrum and there are different types of transmission.   [Sentence typed kinda makes no sense, sentence said makes less sense.]
1460747191920652290	26157329	Tue Nov 16 23:10:44 +0000 2021	0	11	Calgary, Alberta	4367	Hinshaw says the absolute highest risk of Covid transmission is when someone is in close proximity of someone who is infected and when other factors are present like overcrowding, poor ventilation and no maks there is a higher risk of infection.
1460747190033215488	26157329	Tue Nov 16 23:10:44 +0000 2021	0	9	Calgary, Alberta	4367	"""Dr Tam said yesterday Covid is airborne and the virus lingers like 2nd hand smoke - do you align w/ that?"" Hinshaw says they have an info sheet online from Nov 2020 that clearly outlines the circumstances that raise the risk of airborne transmission."
1460747090217381893	382737099	Tue Nov 16 23:10:20 +0000 2021	0	0	Regina, SK	13067	'Super easy': How Canadian travellers are getting free COVID-19 tests to return home from U.S. 
1460746923300700160	822548812904460291	Tue Nov 16 23:09:40 +0000 2021	0	0	Medicine Hat, Alberta	3243	Health minister says announcement coming on COVID-19 border measure changes 
1460746863624130563	1425221260120707075	Tue Nov 16 23:09:26 +0000 2021	0	0	Calgary, Alberta	1	@GlobalCalgary Does that mean COVID-19 is over finally because of climate change don't even Cap
1460746819382792198	1660911480	Tue Nov 16 23:09:15 +0000 2021	0	0	Moose Jaw, Saskatchewan	2715	It was getting bad BEFORE Covid. 
1460746694195236868	1408981192943099906	Tue Nov 16 23:08:45 +0000 2021	0	0	Moose Jaw, SK	76	@letsmakeathing @AdotSad Pfizer is. Keep up.
1460746431262650369	1250627994	Tue Nov 16 23:07:43 +0000 2021	0	2	Edmonton, Alberta	198	@BertaAdvantage Just say proof of vaccination is required to buy a truck. Either people will start getting vaccinated or trucks will stop being sold, win/win!
1460746270004314115	3326758537	Tue Nov 16 23:07:04 +0000 2021	0	0	Edmonton, Alberta	342	"@SChad71593015 @alan_poirier @lamphieryeg Knowing what I know now, I would not take that single dose, as circulating antibodies (from prior infection) can react with circulating spike antigens (from the mRNA vaccine) to create ""immune complexes"" which can cause adverse health effects."
1460745888968679428	2911637917	Tue Nov 16 23:05:33 +0000 2021	0	0	calgary , alberta, canada	419	@filmmiker @gccarra @InglewoodYYC Your vaccine efficacy in prevention is extremely poor. It wanes quickly and has far more benefit in lessening effects once infected. Hence therapeutic. Just because you can’t grasp it doesn’t make it incorrect. But keep up the ad hominem it makes you look sooooooo tough
1460745546637852677	26157329	Tue Nov 16 23:04:12 +0000 2021	0	6	Calgary, Alberta	4367	Hinshaw says they are weighing the whole health picture of 5-11 year olds and everything they could be impacted by, especially since they are personally at the lowest risk of Covid.
1460745543668297728	26157329	Tue Nov 16 23:04:11 +0000 2021	0	8	Calgary, Alberta	4367	"""AB Health says they have no plans to expand the vaccine passport to kids 12 and under, why?"" Hinshaw says since they haven't been eligible they haven't been part of REP to date. Have seen significant declines in overall case #'s even though they haven't been included."
1460745319478616066	155459137	Tue Nov 16 23:03:18 +0000 2021	1	8	Regina, Saskatchewan	1930	"@JeffGee31291468 Also the media needs to start calling recoveries what they are - non contagious.   We know long Covid is out there and this ""recovery"" is a phrase the government has normalized to hide the true toll its taking."
1460745016083681281	634743512	Tue Nov 16 23:02:05 +0000 2021	0	1	Devon	14698	@DanielFooksArt Er you do seem a little obsessed wiht this. I've had Covid followed by Long Covid along side a 5 month cough, fatigue, headaches. Have you had covid just out of interest?
1460744690756509698	705622220052168704	Tue Nov 16 23:00:48 +0000 2021	0	0	Red Deer County, Alberta	942	History will show that mass lockdowns of healthy individuals as the worst public health decision ever. Yet, Europe is ready to do it all over again.  
1460744584091389956	724217522254270464	Tue Nov 16 23:00:22 +0000 2021	0	0	Calgary, Alberta	86	Find out about COVID-19 new variants and update on the new Calgary Cancer Centre with Arnie Charbonneau Cancer Institute's Dr. Peter Duggan. Free and open to the public. Nov. 25, 7 p.m. Register via Zoom: 
1460744489681637376	1638814237	Tue Nov 16 23:00:00 +0000 2021	1	3	Leduc, AB 	1775	#fairlyrandom #hockeycards from my displayed collection. Terry Sawchuk. Another #redwings. I guess with this many great players, I was bound to collect some. Found this one just before covid came on the scene. Miss casually shopping for reasonably priced gems. '60 #parkhurst 
